Property Name,Location,Website_Link,Contact_Number
Bed and Breakfast D'Angelo,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
BelMORO - La Dimora del Capo,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Hotel Molino D'Era,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Al Piazza Marina B&B,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Kemonia,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Hostel Agata,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Castelnuovo B&B Palermo,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
B&B Federico Secondo,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Casa Degli Artisti,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Camelot Bed and Breakfast,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Bed and Breakfast Alla Vucciria,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Cortile dei Giusti,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Residence Hotel Gloria,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Double H,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Sunshine Hostel,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Balarm Hostel,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Exclusive Dependance,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
B&B Doralice,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
City-in Hostel B&B Catania,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Sunrise Hostel & Rooms,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Costa del Sole Hotel & Residence,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Eco Hostel,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Hotel Biscari,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Bad B&B and Design,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
5 Balconi B&B,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
At Sveva Bed and Breakfast,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Casa Verdi - House of Travelers,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
B&B Palazzo Bruca,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
B&B Bella Stella,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
The Yard Hostel,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
Ostello degli Elefanti,"20 Bến Nghé, Phú Hội, Thành phố Huế, Thừa Thiên Huế, Vietnam",,+84 90 565 51 21
